17channels: 0.3249, 0.7635797933038243, 0.767338827333307
acceleration: 0.337, 0.7651282913188784, 0.7646630345846056
altitude: 0.3166, 0.7086582937520881, 0.7243014874863959
bearing1: 0.3061, 0.7297872419940167, 0.7236313965841829
bearing2: 0.3261, 0.7415173343486133, 0.728355032059776
bearing3: 0.33549999999999996, 0.762968528460738, 0.7634125243524823
bearing4: 0.3094, 0.7395095251399357, 0.7330922706727965
bearing5: 0.3037, 0.7580962442255893, 0.7640827530293935
bearing6: 0.3453, 0.76455156823797, 0.7683272445386075
bearing7: 0.3128, 0.7654336259014801, 0.7666038119708587
bearing8: 0.3284, 0.7349124373139301, 0.729233794405333
bearing_deviation: 0.32770000000000005, 0.7516697877033383, 0.7565364495783246
bearing_difference: 0.2999, 0.7329820959959136, 0.7283085840731847
binary: 0.29410000000000003, 0.7105960500960252, 0.6814759912750474
distance: 0.2966, 0.7249790115856048, 0.7229933437240248
heatmap: 0.2633, 0.711590601322463, 0.7194772230325945
slope: 0.3169, 0.735699933878441, 0.7282186799504101
speed: 0.1673, 0.6184942445954108, 0.6236192098673065
